,draft_year,player_id,player_name,position,pos_abbr,school_x,school_name,school_abbr,link,pick,overall,round,traded,trade_note,team,team_abbr,team_logo_espn,guid,weight,height,pos_rk,ovr_rk,grade,player_image,Year,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,Unnamed: 0,alt_player_id,school_y,Total Receptions,Mean Receptions,Highest Receptions,Lowest Receptions,Total Receiving Yards,Mean Receiving Yards,Highest Receiving Yards,Lowest Receiving Yards,Total Receiving Touchdowns,Mean Receiving Touchdowns,Highest Receiving Touchdowns,Lowest Receiving Touchdowns,Total Yards Per Reception,Mean Yards Per Reception,Highest Yards Per Reception,Lowest Yards Per Reception,Total Long Reception,Mean Long Reception,Highest Long Reception,Lowest Long Reception
109,2020,104455,Trishton Jackson,Wide Receiver,WR,Syracuse,Orange,SYR,http://insider.espn.com/nfl/draft/player/_/id/104455,,,,,,,,,bb53f5f03316fbe3511dfc9d2d2d298b,197.0,72.75,35.0,224.0,42.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104455.png,2020.0,Syracuse,WR,72.75,197.0,9.75,32.38,,4.5,,36.0,117.0,,,,47786,4046715,Syracuse,86.0,21.5,66.0,3.0,1282.0,320.5,1023.0,27.0,26.0,3.7142857142857135,11.0,0.0,54.2,13.55,17.8,9.0,171.0,42.75,85.0,14.0
110,2020,104499,Aaron Fuller,Wide Receiver,WR,Washington,Huskies,WASH,http://insider.espn.com/nfl/draft/player/_/id/104499,,,,,,,,,0778892fad225a206e7f4ed827325c55,188.0,70.75,37.0,242.0,40.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104499.png,2020.0,Washington,WR,70.75,188.0,8.88,29.75,,4.59,,34.0,118.0,,7.14,,48352,4039000,Washington,159.0,39.75,59.0,16.0,2051.0,512.75,874.0,184.0,26.0,3.25,6.0,1.0,49.7,12.425,15.1,11.2,152.0,38.0,46.0,23.0
111,2020,104533,Kendrick Rogers,Wide Receiver,WR,Texas A&M,Aggies,TA&M,http://insider.espn.com/nfl/draft/player/_/id/104533,,,,,,,,,407e93cd5a190a9563ad634803f9e0af,208.0,76.25,40.0,261.0,37.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104533.png,2020.0,Texas A&M,WR,76.0,204.0,9.13,33.13,,4.51,17.0,35.5,124.0,4.48,7.13,,48736,4035255,Texas A&M,68.0,22.666666666666668,30.0,11.0,786.0,262.0,351.0,99.0,14.0,2.8,5.0,0.0,33.099999999999994,11.033333333333331,12.4,9.0,70.0,23.33333333333333,30.0,17.0
112,2020,104535,Cody White,Wide Receiver,WR,Michigan State,Spartans,MSU,http://insider.espn.com/nfl/draft/player/_/id/104535,,,,,,,,,6e72ad6e648178a9786ea925808f651d,217.0,75.375,41.0,270.0,36.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104535.png,2020.0,Michigan State,WR,75.0,215.0,10.0,32.5,,4.66,,35.5,120.0,4.52,7.19,,49164,4241983,Michigan State,143.0,47.66666666666666,66.0,35.0,1967.0,655.6666666666666,922.0,490.0,24.0,4.0,6.0,2.0,41.2,13.733333333333334,14.0,13.2,149.0,49.66666666666666,60.0,40.0
113,2020,104458,Jeff Thomas,Wide Receiver,WR,Miami,Hurricanes,MIA,http://insider.espn.com/nfl/draft/player/_/id/104458,,,,,,,,,5be000f11b698c35993c910cf0bcf06a,170.0,68.875,45.0,306.0,31.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104458.png,2020.0,Miami (FL),WR,68.88,170.0,8.38,30.38,,4.45,,36.5,125.0,,,,50892,4240626,Miami,83.0,27.666666666666668,35.0,17.0,1316.0,438.6666666666667,563.0,374.0,16.0,2.6666666666666665,3.0,2.0,50.3,16.766666666666666,22.0,12.2,184.0,61.333333333333336,78.0,39.0
114,2021,104744,Jaylen Waddle,Wide Receiver,WR,Alabama,Crimson Tide,ALA,http://insider.espn.com/nfl/draft/player/_/id/104744,6.0,6.0,1.0,True,From PHI,Miami Dolphins,MIA,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/mia.png,db4bf6c9e27d8382372f120b3da89bd6,180.0,70.0,3.0,7.0,93.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104744.png,2021.0,Alabama,WR,69.5,180.0,9.125,30.375,,,,,119.0,,,,51344,4372016,Alabama,106.0,35.333333333333336,45.0,28.0,1999.0,666.3333333333334,848.0,560.0,30.0,6.0,7.0,4.0,56.9,18.966666666666665,21.1,17.0,242.0,80.66666666666667,94.0,58.0
115,2021,104741,DeVonta Smith,Wide Receiver,WR,Alabama,Crimson Tide,ALA,http://insider.espn.com/nfl/draft/player/_/id/104741,10.0,10.0,1.0,True,From DAL,Philadelphia Eagles,PHI,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/phi.png,79fe15c55f05f939c4f5c55466521a50,170.0,72.0,2.0,6.0,93.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104741.png,2021.0,Alabama,WR,72.25,170.0,9.25,31.875,,,,,128.0,,,,51256,4241478,Alabama,235.0,58.75,117.0,8.0,3965.0,991.25,1856.0,160.0,69.0,9.857142857142858,23.0,3.0,70.9,17.725,20.0,15.9,249.0,62.25,85.0,41.0
116,2021,105142,Kadarius Toney,Wide Receiver,WR,Florida,Gators,FLA,http://insider.espn.com/nfl/draft/player/_/id/105142,20.0,20.0,1.0,True,From CHI,New York Giants,NYG,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,ff38f86e7e8bdbbf0b6b1f6ddb8c7970,193.0,72.0,6.0,32.0,88.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/105142.png,2021.0,Florida,WR,71.63,193.0,9.25,31.25,,4.42,8.0,38.0,133.0,4.27,6.99,,51889,4240600,Florida,120.0,30.0,70.0,10.0,1590.0,397.5,984.0,152.0,14.0,2.0,10.0,0.0,54.0,13.5,19.4,10.1,191.0,47.75,66.0,23.0
117,2021,104740,Rashod Bateman,Wide Receiver,WR,Minnesota,Golden Gophers,MINN,http://insider.espn.com/nfl/draft/player/_/id/104740,27.0,27.0,1.0,False,,Baltimore Ravens,BAL,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/bal.png,10e66c22b13620d0805b11758a932fb9,190.0,72.0,5.0,29.0,89.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104740.png,2021.0,Minnesota,WR,72.38,190.0,9.5,33.0,,4.47,,34.5,120.0,4.39,7.06,,52689,4360939,Minnesota,147.0,49.0,60.0,36.0,2395.0,798.3333333333334,1219.0,472.0,36.0,7.2,11.0,2.0,47.2,15.733333333333334,20.3,13.1,191.0,63.66666666666666,86.0,39.0
118,2021,105139,Elijah Moore,Wide Receiver,WR,Ole Miss,Rebels,MISS,http://insider.espn.com/nfl/draft/player/_/id/105139,2.0,34.0,2.0,False,,New York Jets,NYJ,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,ea525c1c1434ab25e127c60aa23a6f56,178.0,70.0,4.0,23.0,90.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/105139.png,2021.0,Mississippi,WR,69.5,178.0,9.375,30.125,,4.39,16.0,34.5,118.0,4.04,6.78,,52475,4372414,Ole Miss,189.0,63.0,86.0,36.0,2441.0,813.6666666666666,1193.0,398.0,24.0,4.8,8.0,2.0,37.7,12.566666666666665,13.9,11.1,196.0,65.33333333333333,91.0,50.0
119,2021,104779,Rondale Moore,Wide Receiver,WR,Purdue,Boilermakers,PUR,http://insider.espn.com/nfl/draft/player/_/id/104779,17.0,49.0,2.0,False,,Arizona Cardinals,ARI,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ari.png,a542aac8e1f37490f0bddf914d56c0ca,181.0,67.0,9.0,54.0,81.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104779.png,2021.0,Purdue,WR,67.0,181.0,8.75,28.25,,4.36,,41.0,123.0,4.14,6.79,,53386,4372485,Purdue,178.0,59.333333333333336,114.0,29.0,1915.0,638.3333333333334,1258.0,270.0,28.0,5.6,12.0,0.0,32.0,10.666666666666666,13.3,7.7,173.0,57.66666666666666,70.0,33.0
120,2021,104822,Tutu Atwell,Wide Receiver,WR,Louisville,Cardinals,LOU,http://insider.espn.com/nfl/draft/player/_/id/104822,25.0,57.0,2.0,False,,Los Angeles Rams,LAR,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/lar.png,936e4308a299318897cf45976666a82d,155.0,69.0,7.0,44.0,85.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104822.png,2021.0,Louisville,WR,68.88,155.0,8.875,29.25,,4.43,,31.5,114.0,4.13,6.98,,52785,4360797,Louisville,140.0,46.66666666666666,70.0,24.0,2307.0,769.0,1276.0,406.0,35.0,7.0,12.0,2.0,48.7,16.23333333333333,18.2,13.6,209.0,69.66666666666667,90.0,53.0
121,2021,104837,Josh Palmer,Wide Receiver,WR,Tennessee,Volunteers,TENN,http://insider.espn.com/nfl/draft/player/_/id/104837,14.0,77.0,3.0,False,,Los Angeles Chargers,LAC,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/lac.png,9cca64013c430d5fa97ecbb699771196,210.0,73.0,31.0,183.0,55.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104837.png,2021.0,Tennessee,WR,73.25,210.0,9.625,33.0,,4.56,,32.5,121.0,4.28,7.09,,58864,4242433,Tennessee,99.0,24.75,34.0,9.0,1514.0,378.5,484.0,98.0,10.0,1.6666666666666667,4.0,0.0,59.7,14.925,21.0,10.9,140.0,35.0,53.0,18.0
122,2021,104759,Nico Collins,Wide Receiver,WR,Michigan,Wolverines,MICH,http://insider.espn.com/nfl/draft/player/_/id/104759,26.0,89.0,3.0,True,From CLE through CAR,Houston Texans,HOU,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,338aa0bebd631a241929796af121cefb,215.0,76.0,13.0,76.0,75.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104759.png,2021.0,Michigan,WR,76.13,215.0,9.375,34.125,,4.49,13.0,36.0,122.0,4.36,6.9,,54150,4258173,Michigan,78.0,26.0,38.0,3.0,1388.0,462.6666666666667,729.0,27.0,26.0,5.2,7.0,0.0,45.3,15.1,19.7,9.0,141.0,47.0,76.0,13.0
123,2021,105171,Dez Fitzpatrick,Wide Receiver,WR,Louisville,Cardinals,LOU,http://insider.espn.com/nfl/draft/player/_/id/105171,4.0,109.0,4.0,True,From HOU through CAR,Tennessee Titans,TEN,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ten.png,f70aa99cfb9e588ac53f11006b341ea1,208.0,74.0,29.0,176.0,57.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/105171.png,2021.0,Louisville,WR,73.75,208.0,9.625,32.75,,4.53,,33.5,97.0,4.29,7.17,,58510,4036026,Louisville,154.0,38.5,45.0,31.0,2589.0,647.25,833.0,422.0,39.0,5.571428571428571,9.0,3.0,66.6,16.65,19.4,13.6,247.0,61.75,82.0,43.0
124,2021,105283,Amon-Ra St. Brown,Wide Receiver,WR,USC,Trojans,USC,http://insider.espn.com/nfl/draft/player/_/id/105283,7.0,112.0,4.0,False,,Detroit Lions,DET,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/det.png,c0d739e74606743d4ebb3895ac5ecc20,197.0,72.0,21.0,133.0,66.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/105283.png,2021.0,Southern California,WR,71.5,197.0,9.125,30.375,,4.65,19.0,37.0,124.0,4.3,7.01,,56584,4374302,USC,178.0,59.333333333333336,77.0,41.0,2270.0,756.6666666666666,1042.0,478.0,25.0,5.0,7.0,3.0,37.7,12.566666666666668,13.5,11.7,196.0,65.33333333333333,95.0,48.0
125,2021,105435,Jaelon Darden,Wide Receiver,WR,North Texas,Mean Green,UNT,http://insider.espn.com/nfl/draft/player/_/id/105435,24.0,129.0,4.0,True,From SEA,Tampa Bay Buccaneers,TB,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/tb.png,40b2c4a5d6d9eaf6d64a9d00caa984ad,174.0,68.0,47.0,314.0,31.0,,2021.0,North Texas,WR,67.63,174.0,8.75,30.625,,4.5,10.0,34.0,119.0,4.14,6.78,,64809,4243830,North Texas,230.0,57.5,76.0,32.0,2782.0,695.5,1190.0,281.0,57.0,8.142857142857142,19.0,3.0,46.6,11.65,16.1,8.8,217.0,54.25,75.0,28.0
126,2021,104781,Tylan Wallace,Wide Receiver,WR,Oklahoma State,Cowboys,OKST,http://insider.espn.com/nfl/draft/player/_/id/104781,26.0,131.0,4.0,False,,Baltimore Ravens,BAL,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/bal.png,f931655c94e20c7c1fbbc8caef258bf7,194.0,71.0,12.0,75.0,76.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104781.png,2021.0,Oklahoma State,WR,71.38,194.0,9.75,30.375,,4.54,10.0,31.5,109.0,4.29,7.08,,53911,4241424,Oklahoma State,205.0,51.25,86.0,7.0,3434.0,858.5,1491.0,118.0,46.0,7.666666666666667,12.0,0.0,66.8,16.7,17.3,15.6,240.0,60.0,90.0,39.0
127,2021,104790,Ihmir Smith-Marsette,Wide Receiver,WR,Iowa,Hawkeyes,IOWA,http://insider.espn.com/nfl/draft/player/_/id/104790,13.0,157.0,5.0,False,,Minnesota Vikings,MIN,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/min.png,f918a772a092a496942d14ac38fed9a6,181.0,73.0,28.0,170.0,58.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104790.png,2021.0,Iowa,WR,72.75,181.0,9.75,30.75,,4.54,9.0,35.5,121.0,4.27,7.17,,58217,4240573,Iowa,110.0,27.5,44.0,18.0,1615.0,403.75,722.0,187.0,24.0,3.4285714285714284,5.0,2.0,56.3,14.075,16.4,10.4,202.0,50.5,60.0,31.0
128,2021,105203,Cornell Powell,Wide Receiver,WR,Clemson,Tigers,CLEM,http://insider.espn.com/nfl/draft/player/_/id/105203,37.0,181.0,5.0,False,Compensatory Selection,Kansas City Chiefs,KC,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/kc.png,1e59ec465fcff29f6865b851813a6640,204.0,72.0,39.0,230.0,41.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/105203.png,2021.0,Clemson,WR,72.25,204.0,10.0,32.75,,4.57,15.0,35.0,125.0,4.25,7.14,,60929,4035465,Clemson,93.0,18.6,53.0,5.0,1211.0,242.2,882.0,57.0,13.0,1.8571428571428568,7.0,0.0,51.7,10.34,16.6,7.1,170.0,34.0,70.0,14.0
129,2021,105197,Frank Darby,Wide Receiver,WR,Arizona State,Sun Devils,ASU,http://insider.espn.com/nfl/draft/player/_/id/105197,3.0,187.0,6.0,False,,Atlanta Falcons,ATL,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/atl.png,a4690bb850610a2f0c28eed92a4f4acf,201.0,72.0,22.0,137.0,65.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/105197.png,2021.0,Arizona State,WR,72.0,201.0,9.625,31.375,,4.65,18.0,33.0,114.0,4.27,7.26,,56862,4047836,Arizona State,67.0,16.75,31.0,6.0,1317.0,329.25,616.0,46.0,25.0,3.571428571428572,8.0,1.0,73.60000000000001,18.4,26.0,7.7,202.0,50.5,72.0,15.0
130,2021,104798,Marquez Stevenson,Wide Receiver,WR,Houston,Cougars,HOU,http://insider.espn.com/nfl/draft/player/_/id/104798,19.0,203.0,6.0,True,From WSH through LV and MIA and HOU,Buffalo Bills,BUF,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/buf.png,af0f7481f1a2094b3a677af84d72bc55,180.0,70.0,24.0,143.0,63.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104798.png,2021.0,Houston,WR,70.13,180.0,8.625,31.5,,4.52,,31.5,119.0,4.25,6.97,,57278,4039307,Houston,147.0,36.75,75.0,0.0,2269.0,567.25,1019.0,36.0,40.0,6.666666666666667,9.0,0.0,46.4,11.6,17.4,0.0,262.0,65.5,96.0,36.0
131,2021,104917,Shi Smith,Wide Receiver,WR,South Carolina,Gamecocks,SC,http://insider.espn.com/nfl/draft/player/_/id/104917,20.0,204.0,6.0,True,From CHI,Carolina Panthers,CAR,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/car.png,e1d672792c75330ba15acd619a58a0c3,186.0,70.0,15.0,89.0,73.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104917.png,2021.0,South Carolina,WR,69.5,186.0,9.75,31.875,,4.5,,34.5,120.0,4.26,6.9,,54684,4259499,South Carolina,174.0,43.5,57.0,29.0,2204.0,551.0,673.0,409.0,22.0,3.142857142857143,4.0,2.0,51.6,12.9,15.0,11.1,217.0,54.25,75.0,36.0
132,2021,105188,Racey McMath,Wide Receiver,WR,LSU,Tigers,LSU,http://insider.espn.com/nfl/draft/player/_/id/105188,21.0,205.0,6.0,False,,Tennessee Titans,TEN,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/ten.png,5cc78617976ebc3fafbde40b4875385e,211.0,75.0,40.0,241.0,39.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/105188.png,2021.0,Louisiana State,WR,74.5,211.0,8.875,32.0,,4.43,,32.5,122.0,4.44,7.48,,61682,4242231,LSU,33.0,11.0,17.0,2.0,522.0,174.0,285.0,42.0,7.0,1.75,3.0,0.0,51.7,17.23333333333333,21.0,13.9,113.0,37.66666666666666,60.0,23.0
133,2021,105290,Seth Williams,Wide Receiver,WR,Auburn,Tigers,AUB,http://insider.espn.com/nfl/draft/player/_/id/105290,35.0,219.0,6.0,True,Compensatory Selection from ATL,Denver Broncos,DEN,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/den.png,c3cb9fa0e71cf92702f712449f83305b,211.0,75.0,27.0,165.0,59.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/105290.png,2021.0,Auburn,WR,75.0,211.0,9.875,33.5,,4.53,11.0,35.5,121.0,4.47,7.31,,58057,4371974,Auburn,132.0,44.0,59.0,26.0,2124.0,708.0,830.0,534.0,30.0,6.0,8.0,4.0,50.8,16.933333333333334,20.5,14.1,168.0,56.0,62.0,48.0
134,2021,105308,Dazz Newsome,Wide Receiver,WR,North Carolina,Tar Heels,UNC,http://insider.espn.com/nfl/draft/player/_/id/105308,37.0,221.0,6.0,False,Compensatory Selection,Chicago Bears,CHI,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/chi.png,c339c7d5437e6957d4dac87d640382c0,190.0,70.0,41.0,255.0,37.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/105308.png,2021.0,North Carolina,WR,70.13,190.0,9.0,29.875,,4.63,11.0,32.5,118.0,4.43,7.5,,62371,4240661,North Carolina,188.0,47.0,72.0,18.0,2435.0,608.75,1018.0,227.0,30.0,5.0,10.0,0.0,50.900000000000006,12.725,14.1,11.5,241.0,60.25,75.0,54.0
135,2021,104764,Sage Surratt,Wide Receiver,WR,Wake Forest,Demon Deacons,WAKE,http://insider.espn.com/nfl/draft/player/_/id/104764,,,,,,,,,6e16abe41e1bb543f3de14542f4aa136,209.0,74.5,18.0,105.0,70.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104764.png,2021.0,Wake Forest,WR,74.5,209.0,9.0,32.25,,4.74,,,112.0,4.29,,,55564,4240432,Wake Forest,107.0,53.5,66.0,41.0,1582.0,791.0,1001.0,581.0,30.0,7.5,11.0,4.0,29.4,14.7,15.2,14.2,113.0,56.5,70.0,43.0
136,2021,104812,Tyler Vaughns,Wide Receiver,WR,USC,Trojans,USC,http://insider.espn.com/nfl/draft/player/_/id/104812,,,,,,,,,e2e96c0c3ea2909757f3e001bb2ea327,184.0,74.0,19.0,122.0,68.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104812.png,2021.0,Southern California,WR,74.0,184.0,9.5,32.875,,4.73,6.0,30.0,117.0,4.44,7.26,,56192,4035692,USC,222.0,55.5,74.0,33.0,2801.0,700.25,912.0,406.0,37.0,5.285714285714286,6.0,3.0,50.39999999999999,12.599999999999998,14.2,11.6,181.0,45.25,49.0,42.0
137,2021,104818,Osirus Mitchell,Wide Receiver,WR,Mississippi State,Bulldogs,MSST,http://insider.espn.com/nfl/draft/player/_/id/104818,,,,,,,,,1d0a5881847dd43e292d31864b2ad25d,206.0,77.0,20.0,129.0,67.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104818.png,2021.0,Mississippi State,WR,77.0,206.0,10.875,34.375,,4.65,11.0,34.0,125.0,4.38,7.23,,56438,4035386,Mississippi State,107.0,26.75,47.0,5.0,1413.0,353.25,505.0,51.0,24.0,4.0,6.0,0.0,52.1,13.025,16.4,10.2,180.0,45.0,84.0,18.0
138,2021,104830,T.J. Vasher,Wide Receiver,WR,Texas Tech,Red Raiders,TTU,http://insider.espn.com/nfl/draft/player/_/id/104830,,,,,,,,,ea02144d03d5e1789a476cfddb45d5be,203.0,77.625,23.0,141.0,64.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104830.png,2021.0,Texas Tech,WR,77.63,203.0,10.25,35.625,,,,35.5,118.0,,,,57125,4043158,Texas Tech,146.0,29.2,54.0,2.0,1983.0,396.6,687.0,9.0,40.0,5.0,7.0,0.0,60.2,12.04,18.8,4.5,171.0,34.2,60.0,6.0
139,2021,104836,Warren Jackson,Wide Receiver,WR,Colorado State,Rams,CSU,http://insider.espn.com/nfl/draft/player/_/id/104836,,,,,,,,,415358a8d14e62c13ef7b73796250ede,219.0,78.0,25.0,148.0,62.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104836.png,2021.0,Colorado State,WR,78.0,219.0,9.375,33.5,,4.76,10.0,32.0,120.0,4.55,7.82,,57472,4256040,Colorado State,124.0,41.333333333333336,77.0,15.0,1789.0,596.3333333333334,1119.0,265.0,28.0,4.666666666666667,8.0,2.0,44.9,14.966666666666669,17.7,12.7,151.0,50.333333333333336,87.0,24.0
140,2021,104864,Jhamon Ausbon,Wide Receiver,WR,Texas A&M,Aggies,TA&M,http://insider.espn.com/nfl/draft/player/_/id/104864,,,,,,,,,9cb5b67c6597aeb87f0b1adae10a36c8,217.0,74.375,32.0,190.0,53.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104864.png,2021.0,Texas A&M,WR,74.38,217.0,9.875,32.375,,4.76,,31.5,115.0,4.32,7.0,,59117,4240895,Texas A&M,147.0,49.0,66.0,31.0,1818.0,606.0,872.0,375.0,16.0,3.2,5.0,0.0,36.7,12.233333333333334,13.2,11.4,105.0,35.0,41.0,26.0
141,2021,104848,Brandon Smith,Wide Receiver,WR,Iowa,Hawkeyes,IOWA,http://insider.espn.com/nfl/draft/player/_/id/104848,,,,,,,,,8fd4f1b952f7d4b643d7136d2b5e9560,218.0,73.375,34.0,199.0,51.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/104848.png,2021.0,Iowa,WR,73.38,218.0,9.375,34.25,,4.68,20.0,37.5,127.0,,,,59359,4240577,Iowa,88.0,29.33333333333333,37.0,23.0,1031.0,343.6666666666667,439.0,231.0,16.0,3.2,5.0,2.0,34.8,11.6,12.9,10.0,83.0,27.666666666666668,34.0,19.0
142,2021,105214,Austin Watkins,Wide Receiver,WR,UAB,Blazers,UAB,http://insider.espn.com/nfl/draft/player/_/id/105214,,,,,,,,,d368d8728ec7fa927cb7f867689233a0,209.0,73.5,43.0,271.0,35.0,https://a.espncdn.com/i/headshots/nfldraft/players/full/105214.png,2021.0,Alabama-Birmingham,WR,73.5,209.0,9.625,31.75,,4.6,17.0,,130.0,,,,63031,4363409,UAB,98.0,32.666666666666664,57.0,7.0,1642.0,547.3333333333334,1092.0,82.0,15.0,3.75,6.0,0.0,44.7,14.9,19.2,11.7,147.0,49.0,67.0,24.0
143,2021,105442,Tim Jones,Wide Receiver,WR,Southern Mississippi,Golden Eagles,USM,http://insider.espn.com/nfl/draft/player/_/id/105442,,,,,,,,,4ec81ea989662f4df4b551fb7ef6e517,203.0,72.75,49.0,321.0,30.0,,2021.0,Southern Mississippi,WR,72.75,203.0,9.5,31.375,,4.51,16.0,38.5,121.0,4.18,7.13,,65220,4245131,Southern Mississippi,150.0,37.5,73.0,5.0,2011.0,502.75,902.0,121.0,14.0,2.0,4.0,1.0,64.69999999999999,16.174999999999997,24.2,12.1,263.0,65.75,74.0,51.0
144,2021,105464,Tarik Black,Wide Receiver,WR,Texas,Longhorns,TEX,http://insider.espn.com/nfl/draft/player/_/id/105464,,,,,,,,,9975bd958feabe8e25224cf09eb4c7cb,213.0,74.75,53.0,342.0,30.0,,2021.0,Texas,WR,74.75,213.0,9.75,33.75,,4.58,14.0,38.5,129.0,4.3,7.02,,66372,4258170,Texas,50.0,12.5,25.0,4.0,747.0,186.75,323.0,35.0,5.0,0.8333333333333334,1.0,0.0,59.2,14.8,24.0,8.8,169.0,42.25,72.0,15.0
